CODE_PROD,LIB_PROD,NATURE_CONSOM,QTE_T,week_start,week_end,year,month,week_of_year,lag_1w,lag_2w,lag_3w,lag_4w,lag_8w,roll_4w_mean,roll_8w_mean,roll_4w_std
5AD010023,FENTANYL JANSSEN 500  500 µG/10 INJECTA,1.0,9.0,2023-12-25,2023-12-31,2023,12,52,2.0,2.0,1.0,3.0,5.0,2.0,2.5,0.8164965809277255
5AD010023,FENTANYL JANSSEN 500  500 µG/10 INJECTA,1.0,1.0,2024-01-01,2024-01-07,2024,1,1,9.0,2.0,2.0,1.0,2.0,3.5,3.0,3.696845502136472
5AD010023,FENTANYL JANSSEN 500  500 µG/10 INJECTA,1.0,7.0,2024-01-22,2024-01-28,2024,1,4,1.0,9.0,2.0,2.0,3.0,3.5,2.875,3.6968455021364717
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,12.0,2022-06-27,2022-07-03,2022,6,26,15.0,8.0,10.0,4.0,,9.25,9.25,4.573474244670748
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,12.0,2022-07-04,2022-07-10,2022,7,27,12.0,15.0,8.0,10.0,,11.25,9.8,2.9860788111948193
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,8.0,2022-07-11,2022-07-17,2022,7,28,12.0,12.0,15.0,8.0,,11.75,10.166666666666666,2.8722813232690143
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,7.0,2022-07-18,2022-07-24,2022,7,29,8.0,12.0,12.0,15.0,,11.75,9.857142857142858,2.8722813232690143
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,11.0,2022-07-25,2022-07-31,2022,7,30,7.0,8.0,12.0,12.0,4.0,9.75,9.5,2.629955639676583
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,6.0,2022-08-01,2022-08-07,2022,8,31,11.0,7.0,8.0,12.0,10.0,9.5,10.375,2.380476142847616
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,8.0,2022-08-08,2022-08-14,2022,8,32,6.0,11.0,7.0,8.0,8.0,8.0,9.875,2.160246899469286
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,16.0,2022-08-15,2022-08-21,2022,8,33,8.0,6.0,11.0,7.0,15.0,8.0,9.875,2.160246899469286
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,10.0,2022-08-22,2022-08-28,2022,8,34,16.0,8.0,6.0,11.0,12.0,10.25,10.0,4.349329450233295
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,10.0,2022-08-29,2022-09-04,2022,8,35,10.0,16.0,8.0,6.0,12.0,10.0,9.75,4.320493798938573
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,5.0,2022-09-05,2022-09-11,2022,9,36,10.0,10.0,16.0,8.0,8.0,11.0,9.5,3.464101615137754
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,7.0,2022-09-12,2022-09-18,2022,9,37,5.0,10.0,10.0,16.0,7.0,10.25,9.125,4.5
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,11.0,2022-09-19,2022-09-25,2022,9,38,7.0,5.0,10.0,10.0,11.0,8.0,9.125,2.4494897427831774
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,13.0,2022-09-26,2022-10-02,2022,9,39,11.0,7.0,5.0,10.0,6.0,8.25,9.125,2.7537852736430506
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,6.0,2022-10-03,2022-10-09,2022,10,40,13.0,11.0,7.0,5.0,8.0,9.0,10.0,3.651483716701107
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,9.0,2022-10-10,2022-10-16,2022,10,41,6.0,13.0,11.0,7.0,16.0,9.25,9.75,3.3040379335998344
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,6.0,2022-10-17,2022-10-23,2022,10,42,9.0,6.0,13.0,11.0,10.0,9.75,8.875,2.9860788111948193
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,13.0,2022-10-24,2022-10-30,2022,10,43,6.0,9.0,6.0,13.0,10.0,8.5,8.375,3.3166247903554
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,18.0,2022-10-31,2022-11-06,2022,10,44,13.0,6.0,9.0,6.0,5.0,8.5,8.75,3.3166247903554
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,12.0,2022-11-07,2022-11-13,2022,11,45,18.0,13.0,6.0,9.0,7.0,11.5,10.375,5.196152422706632
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,12.0,2022-11-14,2022-11-20,2022,11,46,12.0,18.0,13.0,6.0,11.0,12.25,11.0,4.924428900898052
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,7.0,2022-11-21,2022-11-27,2022,11,47,12.0,12.0,18.0,13.0,13.0,13.75,11.125,2.8722813232690134
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,16.0,2022-11-28,2022-12-04,2022,11,48,7.0,12.0,12.0,18.0,6.0,12.25,10.375,4.5
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,5.0,2022-12-05,2022-12-11,2022,12,49,16.0,7.0,12.0,12.0,9.0,11.75,11.625,3.6855573979159963
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,11.0,2022-12-12,2022-12-18,2022,12,50,5.0,16.0,7.0,12.0,6.0,10.0,11.125,4.966554808583779
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,13.0,2022-12-19,2022-12-25,2022,12,51,11.0,5.0,16.0,7.0,13.0,9.75,11.75,4.856267428111154
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,5.0,2022-12-26,2023-01-01,2022,12,52,13.0,11.0,5.0,16.0,18.0,11.25,11.75,4.645786621588784
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,16.0,2023-01-02,2023-01-08,2023,1,1,5.0,13.0,11.0,5.0,12.0,8.5,10.125,4.12310562561766
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,12.0,2023-01-09,2023-01-15,2023,1,2,16.0,5.0,13.0,11.0,12.0,11.25,10.625,4.645786621588784
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,14.0,2023-01-16,2023-01-22,2023,1,3,12.0,16.0,5.0,13.0,7.0,11.5,10.625,4.654746681256313
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,6.0,2023-01-23,2023-01-29,2023,1,4,14.0,12.0,16.0,5.0,16.0,11.75,11.5,4.78713553878169
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,7.0,2023-01-30,2023-02-05,2023,1,5,6.0,14.0,12.0,16.0,5.0,12.0,10.25,4.320493798938572
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,5.0,2023-02-06,2023-02-12,2023,2,6,7.0,6.0,14.0,12.0,11.0,9.75,10.5,3.862210075418821
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,3.0,2023-02-13,2023-02-19,2023,2,7,5.0,7.0,6.0,14.0,13.0,8.0,9.75,4.082482904638629
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,8.0,2023-02-20,2023-02-26,2023,2,8,3.0,5.0,7.0,6.0,5.0,5.25,8.5,1.7078251276599303
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,20.0,2023-02-27,2023-03-05,2023,2,9,8.0,3.0,5.0,7.0,16.0,5.75,8.875,2.217355782608343
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,11.0,2023-03-06,2023-03-12,2023,3,10,20.0,8.0,3.0,5.0,12.0,9.0,9.375,7.615773105863908
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,36.0,2023-03-13,2023-03-19,2023,3,11,11.0,20.0,8.0,3.0,14.0,10.5,9.25,7.1414284285428495
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,21.0,2023-03-20,2023-03-26,2023,3,12,36.0,11.0,20.0,8.0,6.0,18.75,12.0,12.579745625409124
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,9.0,2023-03-27,2023-04-02,2023,3,13,21.0,36.0,11.0,20.0,7.0,22.0,13.875,10.36018017861337
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,9.0,2023-04-03,2023-04-09,2023,4,14,9.0,21.0,36.0,11.0,5.0,19.25,14.125,12.338962679253067
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,10.0,2023-04-10,2023-04-16,2023,4,15,9.0,9.0,21.0,36.0,3.0,18.75,14.625,12.816005617976296
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,12.0,2023-04-17,2023-04-23,2023,4,16,10.0,9.0,9.0,21.0,8.0,12.25,15.5,5.852349955359813
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,15.0,2023-04-24,2023-04-30,2023,4,17,12.0,10.0,9.0,9.0,20.0,10.0,16.0,1.4142135623730956
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,20.0,2023-05-01,2023-05-07,2023,5,18,15.0,12.0,10.0,9.0,11.0,11.5,15.375,2.6457513110645907
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,20.0,2023-05-08,2023-05-14,2023,5,19,20.0,15.0,12.0,10.0,36.0,14.25,16.5,4.349329450233296
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,6.0,2023-05-15,2023-05-21,2023,5,20,20.0,20.0,15.0,12.0,21.0,16.75,14.5,3.9475730941090035
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,27.0,2023-05-22,2023-05-28,2023,5,21,6.0,20.0,20.0,15.0,9.0,15.25,12.625,6.601767440112787
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,47.0,2023-05-29,2023-06-04,2023,5,22,27.0,6.0,20.0,20.0,9.0,18.25,14.875,8.80814017448254
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,20.0,2023-06-05,2023-06-11,2023,6,23,47.0,27.0,6.0,20.0,10.0,25.0,19.625,17.068489485989478
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,8.0,2023-06-12,2023-06-18,2023,6,24,20.0,47.0,27.0,6.0,12.0,25.0,20.875,17.068489485989478
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,17.0,2023-06-19,2023-06-25,2023,6,25,8.0,20.0,47.0,27.0,15.0,25.5,20.375,16.34013463836819
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,7.0,2023-06-26,2023-07-02,2023,6,26,17.0,8.0,20.0,47.0,20.0,23.0,20.625,16.792855623746664
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,22.0,2023-07-03,2023-07-09,2023,7,27,7.0,17.0,8.0,20.0,20.0,13.0,19.0,6.480740698407858
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,11.0,2023-07-10,2023-07-16,2023,7,28,22.0,7.0,17.0,8.0,6.0,13.5,19.25,7.234178138070233
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,10.0,2023-07-17,2023-07-23,2023,7,29,11.0,22.0,7.0,17.0,27.0,14.25,19.875,6.601767440112783
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,28.0,2023-07-24,2023-07-30,2023,7,30,10.0,11.0,22.0,7.0,47.0,12.5,17.75,6.557438524301998
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,9.0,2023-07-31,2023-08-06,2023,7,31,28.0,10.0,11.0,22.0,20.0,17.75,15.375,8.732124598286488
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,17.0,2023-08-07,2023-08-13,2023,8,32,9.0,28.0,10.0,11.0,8.0,14.5,14.0,9.036961141150636
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,26.0,2023-08-14,2023-08-20,2023,8,33,17.0,9.0,28.0,10.0,17.0,16.0,15.125,8.755950357709128
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,12.0,2023-08-21,2023-08-27,2023,8,34,26.0,17.0,9.0,28.0,7.0,20.0,16.25,8.755950357709128
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,13.0,2023-08-28,2023-09-03,2023,8,35,12.0,26.0,17.0,9.0,22.0,16.0,16.875,7.438637868140462
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,19.0,2023-09-04,2023-09-10,2023,9,36,13.0,12.0,26.0,17.0,11.0,17.0,15.75,6.377042156569659
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,24.0,2023-09-11,2023-09-17,2023,9,37,19.0,13.0,12.0,26.0,10.0,17.5,16.75,6.454972243679023
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,28.0,2023-09-18,2023-09-24,2023,9,38,24.0,19.0,13.0,12.0,28.0,17.0,18.5,5.597618541248883
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,31.0,2023-09-25,2023-10-01,2023,9,39,28.0,24.0,19.0,13.0,9.0,21.0,18.5,6.480740698407855
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,24.0,2023-10-02,2023-10-08,2023,10,40,31.0,28.0,24.0,19.0,17.0,25.5,21.25,5.196152422706626
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,12.0,2023-10-09,2023-10-15,2023,10,41,24.0,31.0,28.0,24.0,26.0,26.75,22.125,3.4034296427770125
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,16.0,2023-10-16,2023-10-22,2023,10,42,12.0,24.0,31.0,28.0,12.0,23.75,20.375,8.341662504161462
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,13.0,2023-10-23,2023-10-29,2023,10,43,16.0,12.0,24.0,31.0,13.0,20.75,20.875,8.460693430998033
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,18.0,2023-10-30,2023-11-05,2023,10,44,13.0,16.0,12.0,24.0,19.0,16.25,20.875,5.439056290693566
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,17.0,2023-11-06,2023-11-12,2023,11,45,18.0,13.0,16.0,12.0,24.0,14.75,20.75,2.753785273643036
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,16.0,2023-11-13,2023-11-19,2023,11,46,17.0,18.0,13.0,16.0,28.0,16.0,19.875,2.160246899469268
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,11.0,2023-11-20,2023-11-26,2023,11,47,16.0,17.0,18.0,13.0,31.0,16.0,18.375,2.160246899469268
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,6.0,2023-11-27,2023-12-03,2023,11,48,11.0,16.0,17.0,18.0,24.0,15.5,15.875,3.109126351029592
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,9.0,2023-12-04,2023-12-10,2023,12,49,6.0,11.0,16.0,17.0,12.0,12.5,13.625,5.066228051190213
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,5.0,2023-12-11,2023-12-17,2023,12,50,9.0,6.0,11.0,16.0,16.0,10.5,13.25,4.2031734043061535
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,10.0,2023-12-18,2023-12-24,2023,12,51,5.0,9.0,6.0,11.0,13.0,7.75,11.875,2.7537852736430355
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,46.0,2023-12-25,2023-12-31,2023,12,52,10.0,5.0,9.0,6.0,18.0,7.5,11.5,2.3804761428475985
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,11.0,2024-01-01,2024-01-07,2024,1,1,46.0,10.0,5.0,9.0,17.0,17.5,15.0,19.122412679017952
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,5.0,2024-01-08,2024-01-14,2024,1,2,11.0,46.0,10.0,5.0,16.0,18.0,14.25,18.850287354131588
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,5.0,2024-01-15,2024-01-21,2024,1,3,5.0,11.0,46.0,10.0,11.0,18.0,12.875,18.850287354131588
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,19.0,2024-01-22,2024-01-28,2024,1,4,5.0,5.0,11.0,46.0,6.0,16.75,12.125,19.70406049523803
5AD010036,MIDAZOLAM AGUETTANT 5 MG 5MG INJECTA (10,1.0,1.0,2024-01-29,2024-02-04,2024,1,5,19.0,5.0,5.0,11.0,9.0,10.0,13.75,6.633249580710793
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,6.0,2022-06-27,2022-07-03,2022,6,26,1.0,6.0,10.0,1.0,,4.5,4.5,4.358898943540674
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,5.0,2022-07-04,2022-07-10,2022,7,27,6.0,1.0,6.0,10.0,,5.75,4.8,3.685557397915997
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,7.0,2022-07-11,2022-07-17,2022,7,28,5.0,6.0,1.0,6.0,,4.5,4.833333333333333,2.380476142847616
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,4.0,2022-07-18,2022-07-24,2022,7,29,7.0,5.0,6.0,1.0,,4.75,5.142857142857143,2.629955639676583
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,2.0,2022-07-25,2022-07-31,2022,7,30,4.0,7.0,5.0,6.0,1.0,5.5,5.0,1.2909944487358052
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,2.0,2022-08-01,2022-08-07,2022,8,31,2.0,4.0,7.0,5.0,10.0,4.5,5.125,2.081665999466132
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,3.0,2022-08-08,2022-08-14,2022,8,32,2.0,2.0,4.0,7.0,6.0,3.75,4.125,2.362907813126304
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,3.0,2022-08-15,2022-08-21,2022,8,33,3.0,2.0,2.0,4.0,1.0,2.75,3.75,0.957427107756337
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,8.0,2022-08-22,2022-08-28,2022,8,34,3.0,3.0,2.0,2.0,6.0,2.5,4.0,0.5773502691896241
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,3.0,2022-08-29,2022-09-04,2022,8,35,8.0,3.0,3.0,2.0,5.0,4.0,4.25,2.70801280154532
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,10.0,2022-09-05,2022-09-11,2022,9,36,3.0,8.0,3.0,3.0,7.0,4.25,4.0,2.5
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,3.0,2022-09-12,2022-09-18,2022,9,37,10.0,3.0,8.0,3.0,4.0,6.0,4.375,3.559026084010437
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,4.0,2022-09-19,2022-09-25,2022,9,38,3.0,10.0,3.0,8.0,2.0,6.0,4.25,3.559026084010437
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,4.0,2022-09-26,2022-10-02,2022,9,39,4.0,3.0,10.0,3.0,2.0,5.0,4.5,3.366501646120693
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,6.0,2022-10-03,2022-10-09,2022,10,40,4.0,4.0,3.0,10.0,3.0,5.25,4.75,3.2015621187164243
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,5.0,2022-10-10,2022-10-16,2022,10,41,6.0,4.0,4.0,3.0,3.0,4.25,5.125,1.2583057392117918
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,2.0,2022-10-17,2022-10-23,2022,10,42,5.0,6.0,4.0,4.0,8.0,4.75,5.375,0.9574271077563381
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,3.0,2022-10-24,2022-10-30,2022,10,43,2.0,5.0,6.0,4.0,3.0,4.25,4.625,1.707825127659933
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,3.0,2022-10-31,2022-11-06,2022,10,44,3.0,2.0,5.0,6.0,10.0,4.0,4.625,1.8257418583505538
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,5.0,2022-11-07,2022-11-13,2022,11,45,3.0,3.0,2.0,5.0,3.0,3.25,3.75,1.2583057392117916
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,1.0,2022-11-14,2022-11-20,2022,11,46,5.0,3.0,3.0,2.0,4.0,3.25,4.0,1.2583057392117916
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,2.0,2022-11-21,2022-11-27,2022,11,47,1.0,5.0,3.0,3.0,4.0,3.0,3.625,1.632993161855452
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,3.0,2022-11-28,2022-12-04,2022,11,48,2.0,1.0,5.0,3.0,6.0,2.75,3.375,1.707825127659933
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,6.0,2022-12-05,2022-12-11,2022,12,49,3.0,2.0,1.0,5.0,5.0,2.75,3.0,1.707825127659933
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,3.0,2022-12-12,2022-12-18,2022,12,50,6.0,3.0,2.0,1.0,2.0,3.0,3.125,2.160246899469287
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,6.0,2022-12-19,2022-12-25,2022,12,51,3.0,6.0,3.0,2.0,3.0,3.5,3.25,1.7320508075688774
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,6.0,2022-12-26,2023-01-01,2022,12,52,6.0,3.0,6.0,3.0,3.0,4.5,3.625,1.7320508075688774
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,3.0,2023-01-02,2023-01-08,2023,1,1,6.0,6.0,3.0,6.0,5.0,5.25,4.0,1.5000000000000002
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,2.0,2023-01-09,2023-01-15,2023,1,2,3.0,6.0,6.0,3.0,1.0,4.5,3.75,1.7320508075688774
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,3.0,2023-01-16,2023-01-22,2023,1,3,2.0,3.0,6.0,6.0,2.0,4.25,3.875,2.0615528128088303
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,3.0,2023-01-23,2023-01-29,2023,1,4,3.0,2.0,3.0,6.0,3.0,3.5,4.0,1.7320508075688774
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,1.0,2023-01-30,2023-02-05,2023,1,5,3.0,3.0,2.0,3.0,6.0,2.75,4.0,0.5000000000000003
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,5.0,2023-02-06,2023-02-12,2023,2,6,1.0,3.0,3.0,2.0,3.0,2.25,3.375,0.9574271077563382
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,6.0,2023-02-13,2023-02-19,2023,2,7,5.0,1.0,3.0,3.0,6.0,3.0,3.625,1.632993161855452
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,4.0,2023-02-20,2023-02-26,2023,2,8,6.0,5.0,1.0,3.0,6.0,3.75,3.625,2.217355782608345
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,5.0,2023-02-27,2023-03-05,2023,2,9,4.0,6.0,5.0,1.0,3.0,4.0,3.375,2.160246899469287
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,4.0,2023-03-06,2023-03-12,2023,3,10,5.0,4.0,6.0,5.0,2.0,5.0,3.625,0.816496580927726
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,3.0,2023-03-13,2023-03-19,2023,3,11,4.0,5.0,4.0,6.0,3.0,4.75,3.875,0.9574271077563381
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,5.0,2023-03-20,2023-03-26,2023,3,12,3.0,4.0,5.0,4.0,3.0,4.0,3.875,0.8164965809277259
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,9.0,2023-03-27,2023-04-02,2023,3,13,5.0,3.0,4.0,5.0,1.0,4.25,4.125,0.957427107756338
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,8.0,2023-04-03,2023-04-09,2023,4,14,9.0,5.0,3.0,4.0,5.0,5.25,5.125,2.6299556396765835
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,8.0,2023-04-10,2023-04-16,2023,4,15,8.0,9.0,5.0,3.0,6.0,6.25,5.5,2.7537852736430506
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,3.0,2023-04-17,2023-04-23,2023,4,16,8.0,8.0,9.0,5.0,4.0,7.5,5.75,1.7320508075688772
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,8.0,2023-04-24,2023-04-30,2023,4,17,3.0,8.0,8.0,9.0,5.0,7.0,5.625,2.70801280154532
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,5.0,2023-05-01,2023-05-07,2023,5,18,8.0,3.0,8.0,8.0,4.0,6.75,6.0,2.5
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,6.0,2023-05-08,2023-05-14,2023,5,19,5.0,8.0,3.0,8.0,3.0,6.0,6.125,2.449489742783178
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,2.0,2023-05-15,2023-05-21,2023,5,20,6.0,5.0,8.0,3.0,5.0,5.5,6.5,2.0816659994661326
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,4.0,2023-05-22,2023-05-28,2023,5,21,2.0,6.0,5.0,8.0,9.0,5.25,6.125,2.5
5AD010038,MORPHINE SOTHEMA 10MG  INJECTA (10),1.0,10.0,2023-05-29,2023-06-04,2023,5,22,4.0,2.0,6.0,5.0,8.0,4.25,5.5,1.7078251276599328
