CODE_PROD,LIB_PROD,NATURE_CONSOM,QTE_T,week_start,week_end,year,month,week_of_year,lag_1w,lag_2w,lag_3w,lag_4w,lag_8w,roll_4w_mean,roll_8w_mean,roll_4w_std
5BB010177,CATHETER VOIE CENTRALE TRI-LUMIERE A,1.0,1.0,2023-11-13,2023-11-19,2023,11,46,1.0,4.0,1.0,2.0,2.0,2.0,1.625,1.4142135623730951
5BB010177,CATHETER VOIE CENTRALE TRI-LUMIERE A,1.0,1.0,2023-12-04,2023-12-10,2023,12,49,1.0,1.0,4.0,1.0,1.0,1.75,1.5,1.5000000000000002
5BB010177,CATHETER VOIE CENTRALE TRI-LUMIERE A,1.0,4.0,2023-12-18,2023-12-24,2023,12,51,1.0,1.0,1.0,4.0,1.0,1.75,1.5,1.5000000000000002
5BB010177,CATHETER VOIE CENTRALE TRI-LUMIERE A,1.0,4.0,2023-12-25,2023-12-31,2023,12,52,4.0,1.0,1.0,1.0,1.0,1.75,1.875,1.5
5BB010177,CATHETER VOIE CENTRALE TRI-LUMIERE A,1.0,1.0,2024-01-08,2024-01-14,2024,1,2,4.0,4.0,1.0,1.0,2.0,2.5,2.25,1.7320508075688772
5BB010177,CATHETER VOIE CENTRALE TRI-LUMIERE A,1.0,1.0,2024-01-15,2024-01-21,2024,1,3,1.0,4.0,4.0,1.0,1.0,2.5,2.125,1.7320508075688772
5BB010177,CATHETER VOIE CENTRALE TRI-LUMIERE A,1.0,1.0,2024-01-22,2024-01-28,2024,1,4,1.0,1.0,4.0,4.0,4.0,2.5,2.125,1.7320508075688772
5BB020004,POCHE  A URINE BEBE,1.0,3.0,2022-06-27,2022-07-03,2022,6,26,3.0,4.0,1.0,1.0,,2.25,2.25,1.5
5BB020004,POCHE  A URINE BEBE,1.0,6.0,2022-07-04,2022-07-10,2022,7,27,3.0,3.0,4.0,1.0,,2.75,2.4,1.2583057392117916
5BB020004,POCHE  A URINE BEBE,1.0,3.0,2022-07-11,2022-07-17,2022,7,28,6.0,3.0,3.0,4.0,,4.0,3.0,1.414213562373095
5BB020004,POCHE  A URINE BEBE,1.0,2.0,2022-07-18,2022-07-24,2022,7,29,3.0,6.0,3.0,3.0,,3.75,3.0,1.4999999999999998
5BB020004,POCHE  A URINE BEBE,1.0,4.0,2022-08-01,2022-08-07,2022,8,31,2.0,3.0,6.0,3.0,1.0,3.5,2.875,1.7320508075688772
5BB020004,POCHE  A URINE BEBE,1.0,1.0,2022-08-08,2022-08-14,2022,8,32,4.0,2.0,3.0,6.0,1.0,3.75,3.25,1.707825127659933
5BB020004,POCHE  A URINE BEBE,1.0,4.0,2022-08-15,2022-08-21,2022,8,33,1.0,4.0,2.0,3.0,4.0,2.5,3.25,1.2909944487358056
5BB020004,POCHE  A URINE BEBE,1.0,2.0,2022-08-22,2022-08-28,2022,8,34,4.0,1.0,4.0,2.0,3.0,2.75,3.25,1.5
5BB020004,POCHE  A URINE BEBE,1.0,3.0,2022-08-29,2022-09-04,2022,8,35,2.0,4.0,1.0,4.0,3.0,2.75,3.125,1.5
5BB020004,POCHE  A URINE BEBE,1.0,2.0,2022-09-05,2022-09-11,2022,9,36,3.0,2.0,4.0,1.0,6.0,2.5,3.125,1.2909944487358056
5BB020004,POCHE  A URINE BEBE,1.0,2.0,2022-09-12,2022-09-18,2022,9,37,2.0,3.0,2.0,4.0,3.0,2.75,2.625,0.9574271077563381
5BB020004,POCHE  A URINE BEBE,1.0,1.0,2022-09-19,2022-09-25,2022,9,38,2.0,2.0,3.0,2.0,2.0,2.25,2.5,0.5000000000000001
5BB020004,POCHE  A URINE BEBE,1.0,1.0,2022-10-10,2022-10-16,2022,10,41,1.0,2.0,2.0,3.0,4.0,2.0,2.375,0.8164965809277261
5BB020004,POCHE  A URINE BEBE,1.0,4.0,2022-10-17,2022-10-23,2022,10,42,1.0,1.0,2.0,2.0,1.0,1.5,2.0,0.5773502691896258
5BB020004,POCHE  A URINE BEBE,1.0,2.0,2022-10-24,2022-10-30,2022,10,43,4.0,1.0,1.0,2.0,4.0,2.0,2.375,1.4142135623730951
5BB020004,POCHE  A URINE BEBE,1.0,3.0,2022-11-07,2022-11-13,2022,11,45,2.0,4.0,1.0,1.0,2.0,2.0,2.125,1.4142135623730951
5BB020004,POCHE  A URINE BEBE,1.0,3.0,2022-11-14,2022-11-20,2022,11,46,3.0,2.0,4.0,1.0,3.0,2.5,2.25,1.2909944487358058
5BB020004,POCHE  A URINE BEBE,1.0,1.0,2022-11-21,2022-11-27,2022,11,47,3.0,3.0,2.0,4.0,2.0,3.0,2.25,0.8164965809277263
5BB020004,POCHE  A URINE BEBE,1.0,1.0,2022-11-28,2022-12-04,2022,11,48,1.0,3.0,3.0,2.0,2.0,2.25,2.125,0.9574271077563382
5BB020004,POCHE  A URINE BEBE,1.0,6.0,2022-12-05,2022-12-11,2022,12,49,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.1547005383792515
5BB020004,POCHE  A URINE BEBE,1.0,1.0,2022-12-19,2022-12-25,2022,12,51,6.0,1.0,1.0,3.0,1.0,2.75,2.625,2.362907813126304
5BB020004,POCHE  A URINE BEBE,1.0,1.0,2022-12-26,2023-01-01,2022,12,52,1.0,6.0,1.0,1.0,4.0,2.25,2.625,2.5
5BB020004,POCHE  A URINE BEBE,1.0,2.0,2023-01-02,2023-01-08,2023,1,1,1.0,1.0,6.0,1.0,2.0,2.25,2.25,2.5
5BB020004,POCHE  A URINE BEBE,1.0,5.0,2023-01-09,2023-01-15,2023,1,2,2.0,1.0,1.0,6.0,3.0,2.5,2.25,2.3804761428476167
5BB020004,POCHE  A URINE BEBE,1.0,1.0,2023-01-23,2023-01-29,2023,1,4,5.0,2.0,1.0,1.0,3.0,2.25,2.5,1.892969448600091
5BB020004,POCHE  A URINE BEBE,1.0,3.0,2023-01-30,2023-02-05,2023,1,5,1.0,5.0,2.0,1.0,1.0,2.25,2.25,1.892969448600091
5BB020004,POCHE  A URINE BEBE,1.0,1.0,2023-02-13,2023-02-19,2023,2,7,3.0,1.0,5.0,2.0,1.0,2.75,2.5,1.707825127659933
5BB020004,POCHE  A URINE BEBE,1.0,3.0,2023-02-20,2023-02-26,2023,2,8,1.0,3.0,1.0,5.0,6.0,2.5,2.5,1.914854215512676
5BB020004,POCHE  A URINE BEBE,1.0,8.0,2023-02-27,2023-03-05,2023,2,9,3.0,1.0,3.0,1.0,1.0,2.0,2.125,1.1547005383792512
5BB020004,POCHE  A URINE BEBE,1.0,3.0,2023-03-06,2023-03-12,2023,3,10,8.0,3.0,1.0,3.0,1.0,3.75,3.0,2.9860788111948193
5BB020004,POCHE  A URINE BEBE,1.0,3.0,2023-03-13,2023-03-19,2023,3,11,3.0,8.0,3.0,1.0,2.0,3.75,3.25,2.9860788111948193
5BB020004,POCHE  A URINE BEBE,1.0,11.0,2023-03-20,2023-03-26,2023,3,12,3.0,3.0,8.0,3.0,5.0,4.25,3.375,2.5
5BB020004,POCHE  A URINE BEBE,1.0,2.0,2023-03-27,2023-04-02,2023,3,13,11.0,3.0,3.0,8.0,1.0,6.25,4.125,3.947573094109004
5BB020004,POCHE  A URINE BEBE,1.0,4.0,2023-04-03,2023-04-09,2023,4,14,2.0,11.0,3.0,3.0,3.0,4.75,4.25,4.193248541803041
5BB020004,POCHE  A URINE BEBE,1.0,2.0,2023-04-17,2023-04-23,2023,4,16,4.0,2.0,11.0,3.0,1.0,5.0,4.375,4.08248290463863
5BB020004,POCHE  A URINE BEBE,1.0,1.0,2023-05-29,2023-06-04,2023,5,22,2.0,4.0,2.0,11.0,3.0,4.75,4.5,4.272001872658765
5BB020004,POCHE  A URINE BEBE,1.0,2.0,2023-06-12,2023-06-18,2023,6,24,1.0,2.0,4.0,2.0,8.0,2.25,4.25,1.2583057392117913
5BB020004,POCHE  A URINE BEBE,1.0,3.0,2023-06-19,2023-06-25,2023,6,25,2.0,1.0,2.0,4.0,3.0,2.25,3.5,1.2583057392117913
5BB020004,POCHE  A URINE BEBE,1.0,7.0,2023-06-26,2023-07-02,2023,6,26,3.0,2.0,1.0,2.0,3.0,2.0,3.5,0.8164965809277254
5BB020004,POCHE  A URINE BEBE,1.0,5.0,2023-07-03,2023-07-09,2023,7,27,7.0,3.0,2.0,1.0,11.0,3.25,4.0,2.629955639676583
5BB020004,POCHE  A URINE BEBE,1.0,3.0,2023-07-10,2023-07-16,2023,7,28,5.0,7.0,3.0,2.0,2.0,4.25,3.25,2.2173557826083448
5BB020004,POCHE  A URINE BEBE,1.0,2.0,2023-07-17,2023-07-23,2023,7,29,3.0,5.0,7.0,3.0,4.0,4.5,3.375,1.914854215512676
5BB020004,POCHE  A URINE BEBE,1.0,3.0,2023-07-24,2023-07-30,2023,7,30,2.0,3.0,5.0,7.0,2.0,4.25,3.125,2.2173557826083448
5BB020004,POCHE  A URINE BEBE,1.0,3.0,2023-08-07,2023-08-13,2023,8,32,3.0,2.0,3.0,5.0,1.0,3.25,3.25,1.2583057392117913
5BB020004,POCHE  A URINE BEBE,1.0,6.0,2023-08-14,2023-08-20,2023,8,33,3.0,3.0,2.0,3.0,2.0,2.75,3.5,0.4999999999999989
5BB020004,POCHE  A URINE BEBE,1.0,2.0,2023-08-21,2023-08-27,2023,8,34,6.0,3.0,3.0,2.0,3.0,3.5,4.0,1.732050807568877
5BB020004,POCHE  A URINE BEBE,1.0,4.0,2023-08-28,2023-09-03,2023,8,35,2.0,6.0,3.0,3.0,7.0,3.5,3.875,1.732050807568877
5BB020004,POCHE  A URINE BEBE,1.0,2.0,2023-09-04,2023-09-10,2023,9,36,4.0,2.0,6.0,3.0,5.0,3.75,3.5,1.7078251276599328
5BB020004,POCHE  A URINE BEBE,1.0,2.0,2023-09-11,2023-09-17,2023,9,37,2.0,4.0,2.0,6.0,3.0,3.5,3.125,1.914854215512676
5BB020004,POCHE  A URINE BEBE,1.0,7.0,2023-09-25,2023-10-01,2023,9,39,2.0,2.0,4.0,2.0,2.0,2.5,3.0,0.9999999999999992
5BB020004,POCHE  A URINE BEBE,1.0,2.0,2023-10-02,2023-10-08,2023,10,40,7.0,2.0,2.0,4.0,3.0,3.75,3.625,2.362907813126304
5BB020004,POCHE  A URINE BEBE,1.0,1.0,2023-10-16,2023-10-22,2023,10,42,2.0,7.0,2.0,2.0,3.0,3.25,3.5,2.5
5BB020004,POCHE  A URINE BEBE,1.0,2.0,2023-10-23,2023-10-29,2023,10,43,1.0,2.0,7.0,2.0,6.0,3.0,3.25,2.70801280154532
5BB020004,POCHE  A URINE BEBE,1.0,3.0,2023-10-30,2023-11-05,2023,10,44,2.0,1.0,2.0,7.0,2.0,3.0,2.75,2.70801280154532
5BB020004,POCHE  A URINE BEBE,1.0,4.0,2023-11-06,2023-11-12,2023,11,45,3.0,2.0,1.0,2.0,4.0,2.0,2.875,0.8164965809277263
5BB020004,POCHE  A URINE BEBE,1.0,6.0,2023-11-13,2023-11-19,2023,11,46,4.0,3.0,2.0,1.0,2.0,2.5,2.875,1.2909944487358058
5BB020004,POCHE  A URINE BEBE,1.0,4.0,2023-11-20,2023-11-26,2023,11,47,6.0,4.0,3.0,2.0,2.0,3.75,3.375,1.707825127659933
5BB020004,POCHE  A URINE BEBE,1.0,2.0,2023-11-27,2023-12-03,2023,11,48,4.0,6.0,4.0,3.0,7.0,4.25,3.625,1.2583057392117916
5BB020004,POCHE  A URINE BEBE,1.0,3.0,2023-12-11,2023-12-17,2023,12,50,2.0,4.0,6.0,4.0,2.0,4.0,3.0,1.632993161855452
5BB020004,POCHE  A URINE BEBE,1.0,1.0,2023-12-18,2023-12-24,2023,12,51,3.0,2.0,4.0,6.0,1.0,3.75,3.125,1.707825127659933
5BB020004,POCHE  A URINE BEBE,1.0,2.0,2024-01-01,2024-01-07,2024,1,1,1.0,3.0,2.0,4.0,2.0,2.5,3.125,1.2909944487358056
5BB020004,POCHE  A URINE BEBE,1.0,2.0,2024-01-08,2024-01-14,2024,1,2,2.0,1.0,3.0,2.0,3.0,2.0,3.125,0.816496580927726
5BB020004,POCHE  A URINE BEBE,1.0,1.0,2024-01-15,2024-01-21,2024,1,3,2.0,2.0,1.0,3.0,4.0,2.0,3.0,0.816496580927726
5BB020004,POCHE  A URINE BEBE,1.0,2.0,2024-01-22,2024-01-28,2024,1,4,1.0,2.0,2.0,1.0,6.0,1.5,2.625,0.5773502691896257
5BB020004,POCHE  A URINE BEBE,1.0,1.0,2024-01-29,2024-02-04,2024,1,5,2.0,1.0,2.0,2.0,4.0,1.75,2.125,0.5
5BB020005,POCHE A URINE ADULTE,1.0,5.0,2022-06-27,2022-07-03,2022,6,26,2.0,2.0,1.0,2.0,,1.75,1.75,0.5
5BB020005,POCHE A URINE ADULTE,1.0,2.0,2022-07-04,2022-07-10,2022,7,27,5.0,2.0,2.0,1.0,,2.5,2.4,1.7320508075688772
5BB020005,POCHE A URINE ADULTE,1.0,2.0,2022-07-11,2022-07-17,2022,7,28,2.0,5.0,2.0,2.0,,2.75,2.3333333333333335,1.4999999999999998
5BB020005,POCHE A URINE ADULTE,1.0,4.0,2022-07-18,2022-07-24,2022,7,29,2.0,2.0,5.0,2.0,,2.75,2.2857142857142856,1.4999999999999998
5BB020005,POCHE A URINE ADULTE,1.0,2.0,2022-07-25,2022-07-31,2022,7,30,4.0,2.0,2.0,5.0,2.0,3.25,2.5,1.4999999999999998
5BB020005,POCHE A URINE ADULTE,1.0,1.0,2022-08-01,2022-08-07,2022,8,31,2.0,4.0,2.0,2.0,1.0,2.5,2.5,0.9999999999999996
5BB020005,POCHE A URINE ADULTE,1.0,2.0,2022-08-08,2022-08-14,2022,8,32,1.0,2.0,4.0,2.0,2.0,2.25,2.5,1.2583057392117913
5BB020005,POCHE A URINE ADULTE,1.0,7.0,2022-08-15,2022-08-21,2022,8,33,2.0,1.0,2.0,4.0,2.0,2.25,2.5,1.2583057392117913
5BB020005,POCHE A URINE ADULTE,1.0,2.0,2022-08-22,2022-08-28,2022,8,34,7.0,2.0,1.0,2.0,5.0,3.0,3.125,2.70801280154532
5BB020005,POCHE A URINE ADULTE,1.0,2.0,2022-08-29,2022-09-04,2022,8,35,2.0,7.0,2.0,1.0,2.0,3.0,2.75,2.70801280154532
5BB020005,POCHE A URINE ADULTE,1.0,3.0,2022-09-05,2022-09-11,2022,9,36,2.0,2.0,7.0,2.0,2.0,3.25,2.75,2.5
5BB020005,POCHE A URINE ADULTE,1.0,3.0,2022-09-12,2022-09-18,2022,9,37,3.0,2.0,2.0,7.0,4.0,3.5,2.875,2.3804761428476167
5BB020005,POCHE A URINE ADULTE,1.0,2.0,2022-09-19,2022-09-25,2022,9,38,3.0,3.0,2.0,2.0,2.0,2.5,2.75,0.5773502691896252
5BB020005,POCHE A URINE ADULTE,1.0,4.0,2022-09-26,2022-10-02,2022,9,39,2.0,3.0,3.0,2.0,1.0,2.5,2.75,0.5773502691896252
5BB020005,POCHE A URINE ADULTE,1.0,3.0,2022-10-03,2022-10-09,2022,10,40,4.0,2.0,3.0,3.0,2.0,3.0,3.125,0.8164965809277256
5BB020005,POCHE A URINE ADULTE,1.0,2.0,2022-10-10,2022-10-16,2022,10,41,3.0,4.0,2.0,3.0,7.0,3.0,3.25,0.8164965809277256
5BB020005,POCHE A URINE ADULTE,1.0,1.0,2022-10-17,2022-10-23,2022,10,42,2.0,3.0,4.0,2.0,2.0,2.75,2.625,0.9574271077563378
5BB020005,POCHE A URINE ADULTE,1.0,4.0,2022-10-24,2022-10-30,2022,10,43,1.0,2.0,3.0,4.0,2.0,2.5,2.5,1.2909944487358054
5BB020005,POCHE A URINE ADULTE,1.0,5.0,2022-10-31,2022-11-06,2022,10,44,4.0,1.0,2.0,3.0,3.0,2.5,2.75,1.2909944487358054
5BB020005,POCHE A URINE ADULTE,1.0,6.0,2022-11-07,2022-11-13,2022,11,45,5.0,4.0,1.0,2.0,3.0,3.0,3.0,1.8257418583505536
5BB020005,POCHE A URINE ADULTE,1.0,6.0,2022-11-14,2022-11-20,2022,11,46,6.0,5.0,4.0,1.0,2.0,4.0,3.375,2.1602468994692865
5BB020005,POCHE A URINE ADULTE,1.0,7.0,2022-11-21,2022-11-27,2022,11,47,6.0,6.0,5.0,4.0,4.0,5.25,3.875,0.9574271077563375
5BB020005,POCHE A URINE ADULTE,1.0,5.0,2022-11-28,2022-12-04,2022,11,48,7.0,6.0,6.0,5.0,3.0,6.0,4.25,0.8164965809277251
5BB020005,POCHE A URINE ADULTE,1.0,6.0,2022-12-05,2022-12-11,2022,12,49,5.0,7.0,6.0,6.0,2.0,6.0,4.5,0.8164965809277251
5BB020005,POCHE A URINE ADULTE,1.0,11.0,2022-12-12,2022-12-18,2022,12,50,6.0,5.0,7.0,6.0,1.0,6.0,5.0,0.8164965809277251
5BB020005,POCHE A URINE ADULTE,1.0,4.0,2022-12-19,2022-12-25,2022,12,51,11.0,6.0,5.0,7.0,4.0,7.25,6.25,2.629955639676583
5BB020005,POCHE A URINE ADULTE,1.0,8.0,2022-12-26,2023-01-01,2022,12,52,4.0,11.0,6.0,5.0,5.0,6.5,6.25,3.1091263510296048
5BB020005,POCHE A URINE ADULTE,1.0,13.0,2023-01-02,2023-01-08,2023,1,1,8.0,4.0,11.0,6.0,6.0,7.25,6.625,2.9860788111948193
5BB020005,POCHE A URINE ADULTE,1.0,6.0,2023-01-09,2023-01-15,2023,1,2,13.0,8.0,4.0,11.0,6.0,9.0,7.5,3.9157800414902435
5BB020005,POCHE A URINE ADULTE,1.0,9.0,2023-01-16,2023-01-22,2023,1,3,6.0,13.0,8.0,4.0,7.0,7.75,7.5,3.862210075418823
5BB020005,POCHE A URINE ADULTE,1.0,4.0,2023-01-23,2023-01-29,2023,1,4,9.0,6.0,13.0,8.0,5.0,9.0,7.75,2.9439202887759492
5BB020005,POCHE A URINE ADULTE,1.0,9.0,2023-01-30,2023-02-05,2023,1,5,4.0,9.0,6.0,13.0,6.0,8.0,7.625,3.915780041490244
5BB020005,POCHE A URINE ADULTE,1.0,1.0,2023-02-06,2023-02-12,2023,2,6,9.0,4.0,9.0,6.0,11.0,7.0,8.0,2.4494897427831788
5BB020005,POCHE A URINE ADULTE,1.0,5.0,2023-02-13,2023-02-19,2023,2,7,1.0,9.0,4.0,9.0,4.0,5.75,6.75,3.947573094109004
5BB020005,POCHE A URINE ADULTE,1.0,16.0,2023-02-20,2023-02-26,2023,2,8,5.0,1.0,9.0,4.0,8.0,4.75,6.875,3.3040379335998353
5BB020005,POCHE A URINE ADULTE,1.0,7.0,2023-02-27,2023-03-05,2023,2,9,16.0,5.0,1.0,9.0,13.0,7.75,7.875,6.3966136874651625
5BB020005,POCHE A URINE ADULTE,1.0,4.0,2023-03-06,2023-03-12,2023,3,10,7.0,16.0,5.0,1.0,6.0,7.25,7.125,6.34428877022476
5BB020005,POCHE A URINE ADULTE,1.0,15.0,2023-03-13,2023-03-19,2023,3,11,4.0,7.0,16.0,5.0,9.0,8.0,6.875,5.477225575051661
5BB020005,POCHE A URINE ADULTE,1.0,9.0,2023-03-20,2023-03-26,2023,3,12,15.0,4.0,7.0,16.0,4.0,10.5,7.625,5.916079783099616
5BB020005,POCHE A URINE ADULTE,1.0,6.0,2023-03-27,2023-04-02,2023,3,13,9.0,15.0,4.0,7.0,9.0,8.75,8.25,4.645786621588784
5BB020005,POCHE A URINE ADULTE,1.0,5.0,2023-04-03,2023-04-09,2023,4,14,6.0,9.0,15.0,4.0,1.0,8.5,7.875,4.795831523312719
5BB020005,POCHE A URINE ADULTE,1.0,3.0,2023-04-10,2023-04-16,2023,4,15,5.0,6.0,9.0,15.0,5.0,8.75,8.375,4.5
5BB020005,POCHE A URINE ADULTE,1.0,7.0,2023-04-17,2023-04-23,2023,4,16,3.0,5.0,6.0,9.0,16.0,5.75,8.125,2.4999999999999987
5BB020005,POCHE A URINE ADULTE,1.0,9.0,2023-04-24,2023-04-30,2023,4,17,7.0,3.0,5.0,6.0,7.0,5.25,7.0,1.7078251276599314
5BB020005,POCHE A URINE ADULTE,1.0,8.0,2023-05-01,2023-05-07,2023,5,18,9.0,7.0,3.0,5.0,4.0,6.0,7.25,2.5819888974716103
5BB020005,POCHE A URINE ADULTE,1.0,7.0,2023-05-08,2023-05-14,2023,5,19,8.0,9.0,7.0,3.0,15.0,6.75,7.75,2.629955639676582
5BB020005,POCHE A URINE ADULTE,1.0,7.0,2023-05-15,2023-05-21,2023,5,20,7.0,8.0,9.0,7.0,9.0,7.75,6.75,0.9574271077563357
5BB020005,POCHE A URINE ADULTE,1.0,6.0,2023-05-22,2023-05-28,2023,5,21,7.0,7.0,8.0,9.0,6.0,7.75,6.5,0.9574271077563357
5BB020005,POCHE A URINE ADULTE,1.0,10.0,2023-05-29,2023-06-04,2023,5,22,6.0,7.0,7.0,8.0,5.0,7.0,6.5,0.8164965809277229
5BB020005,POCHE A URINE ADULTE,1.0,7.0,2023-06-05,2023-06-11,2023,6,23,10.0,6.0,7.0,7.0,3.0,7.5,7.125,1.7320508075688759
5BB020005,POCHE A URINE ADULTE,1.0,3.0,2023-06-12,2023-06-18,2023,6,24,7.0,10.0,6.0,7.0,7.0,7.5,7.625,1.7320508075688759
5BB020005,POCHE A URINE ADULTE,1.0,6.0,2023-06-19,2023-06-25,2023,6,25,3.0,7.0,10.0,6.0,9.0,6.5,7.125,2.886751345948128
5BB020005,POCHE A URINE ADULTE,1.0,8.0,2023-06-26,2023-07-02,2023,6,26,6.0,3.0,7.0,10.0,8.0,6.5,6.75,2.886751345948128
5BB020005,POCHE A URINE ADULTE,1.0,11.0,2023-07-03,2023-07-09,2023,7,27,8.0,6.0,3.0,7.0,7.0,6.0,6.75,2.1602468994692856
5BB020005,POCHE A URINE ADULTE,1.0,9.0,2023-07-10,2023-07-16,2023,7,28,11.0,8.0,6.0,3.0,7.0,7.0,7.25,3.366501646120692
5BB020005,POCHE A URINE ADULTE,1.0,7.0,2023-07-17,2023-07-23,2023,7,29,9.0,11.0,8.0,6.0,6.0,8.5,7.5,2.0816659994661313
5BB020005,POCHE A URINE ADULTE,1.0,7.0,2023-07-24,2023-07-30,2023,7,30,7.0,9.0,11.0,8.0,10.0,8.75,7.625,1.7078251276599312
5BB020005,POCHE A URINE ADULTE,1.0,8.0,2023-07-31,2023-08-06,2023,7,31,7.0,7.0,9.0,11.0,7.0,8.5,7.25,1.9148542155126747
5BB020005,POCHE A URINE ADULTE,1.0,10.0,2023-08-07,2023-08-13,2023,8,32,8.0,7.0,7.0,9.0,3.0,7.75,7.375,0.9574271077563349
5BB020005,POCHE A URINE ADULTE,1.0,13.0,2023-08-14,2023-08-20,2023,8,33,10.0,8.0,7.0,7.0,6.0,8.0,8.25,1.414213562373093
5BB020005,POCHE A URINE ADULTE,1.0,8.0,2023-08-21,2023-08-27,2023,8,34,13.0,10.0,8.0,7.0,8.0,9.5,9.125,2.6457513110645894
5BB020005,POCHE A URINE ADULTE,1.0,6.0,2023-08-28,2023-09-03,2023,8,35,8.0,13.0,10.0,8.0,11.0,9.75,9.125,2.3629078131263026
5BB020005,POCHE A URINE ADULTE,1.0,6.0,2023-09-04,2023-09-10,2023,9,36,6.0,8.0,13.0,10.0,9.0,9.25,8.5,2.9860788111948184
5BB020005,POCHE A URINE ADULTE,1.0,8.0,2023-09-11,2023-09-17,2023,9,37,6.0,6.0,8.0,13.0,7.0,8.25,8.125,3.3040379335998336
5BB020005,POCHE A URINE ADULTE,1.0,9.0,2023-09-18,2023-09-24,2023,9,38,8.0,6.0,6.0,8.0,7.0,7.0,8.25,1.1547005383792486
5BB020005,POCHE A URINE ADULTE,1.0,12.0,2023-09-25,2023-10-01,2023,9,39,9.0,8.0,6.0,6.0,8.0,7.25,8.5,1.4999999999999978
5BB020005,POCHE A URINE ADULTE,1.0,12.0,2023-10-02,2023-10-08,2023,10,40,12.0,9.0,8.0,6.0,10.0,8.75,9.0,2.4999999999999987
5BB020005,POCHE A URINE ADULTE,1.0,7.0,2023-10-09,2023-10-15,2023,10,41,12.0,12.0,9.0,8.0,13.0,10.25,9.25,2.061552812808829
5BB020005,POCHE A URINE ADULTE,1.0,9.0,2023-10-16,2023-10-22,2023,10,42,7.0,12.0,12.0,9.0,8.0,10.0,8.5,2.4494897427831765
5BB020005,POCHE A URINE ADULTE,1.0,10.0,2023-10-23,2023-10-29,2023,10,43,9.0,7.0,12.0,12.0,6.0,10.0,8.625,2.4494897427831765
5BB020005,POCHE A URINE ADULTE,1.0,13.0,2023-10-30,2023-11-05,2023,10,44,10.0,9.0,7.0,12.0,6.0,9.5,9.125,2.081665999466131
5BB020005,POCHE A URINE ADULTE,1.0,8.0,2023-11-06,2023-11-12,2023,11,45,13.0,10.0,9.0,7.0,8.0,9.75,10.0,2.4999999999999987
5BB020005,POCHE A URINE ADULTE,1.0,16.0,2023-11-13,2023-11-19,2023,11,46,8.0,13.0,10.0,9.0,9.0,10.0,10.0,2.160246899469285
5BB020005,POCHE A URINE ADULTE,1.0,10.0,2023-11-20,2023-11-26,2023,11,47,16.0,8.0,13.0,10.0,12.0,11.75,10.875,3.499999999999999
5BB020005,POCHE A URINE ADULTE,1.0,5.0,2023-11-27,2023-12-03,2023,11,48,10.0,16.0,8.0,13.0,12.0,11.75,10.625,3.499999999999999
5BB020005,POCHE A URINE ADULTE,1.0,11.0,2023-12-04,2023-12-10,2023,12,49,5.0,10.0,16.0,8.0,7.0,9.75,9.75,4.645786621588784
5BB020005,POCHE A URINE ADULTE,1.0,9.0,2023-12-11,2023-12-17,2023,12,50,11.0,5.0,10.0,16.0,9.0,10.5,10.25,4.509249752822893
5BB020005,POCHE A URINE ADULTE,1.0,10.0,2023-12-18,2023-12-24,2023,12,51,9.0,11.0,5.0,10.0,10.0,8.75,10.25,2.6299556396765813
5BB020005,POCHE A URINE ADULTE,1.0,10.0,2023-12-25,2023-12-31,2023,12,52,10.0,9.0,11.0,5.0,13.0,8.75,10.25,2.6299556396765813
5BB020005,POCHE A URINE ADULTE,1.0,11.0,2024-01-01,2024-01-07,2024,1,1,10.0,10.0,9.0,11.0,8.0,10.0,9.875,0.8164965809277195
5BB020005,POCHE A URINE ADULTE,1.0,17.0,2024-01-08,2024-01-14,2024,1,2,11.0,10.0,10.0,9.0,16.0,10.0,10.25,0.8164965809277195
5BB020005,POCHE A URINE ADULTE,1.0,14.0,2024-01-15,2024-01-21,2024,1,3,17.0,11.0,10.0,10.0,10.0,12.0,10.375,3.3665016461206907
5BB020005,POCHE A URINE ADULTE,1.0,12.0,2024-01-22,2024-01-28,2024,1,4,14.0,17.0,11.0,10.0,5.0,13.0,10.875,3.1622776601683773
5BB020005,POCHE A URINE ADULTE,1.0,2.0,2024-01-29,2024-02-04,2024,1,5,12.0,14.0,17.0,11.0,11.0,13.5,11.75,2.6457513110645885
5BB020012,SONDE FOLEY  LATEX CH12,1.0,3.0,2023-01-30,2023-02-05,2023,1,5,1.0,1.0,1.0,1.0,,1.0,1.0,0.0
5BB020012,SONDE FOLEY  LATEX CH12,1.0,3.0,2023-02-20,2023-02-26,2023,2,8,3.0,1.0,1.0,1.0,,1.5,1.4,1.0
5BB020012,SONDE FOLEY  LATEX CH12,1.0,2.0,2023-02-27,2023-03-05,2023,2,9,3.0,3.0,1.0,1.0,,2.0,1.6666666666666667,1.1547005383792515
5BB020012,SONDE FOLEY  LATEX CH12,1.0,1.0,2023-03-13,2023-03-19,2023,3,11,2.0,3.0,3.0,1.0,,2.25,1.7142857142857142,0.9574271077563381
5BB020012,SONDE FOLEY  LATEX CH12,1.0,2.0,2023-05-01,2023-05-07,2023,5,18,1.0,2.0,3.0,3.0,1.0,2.25,1.625,0.9574271077563381
