CODE_PROD,LIB_PROD,NATURE_CONSOM,QTE_T,week_start,week_end,year,month,week_of_year
5AA080070,EAU OXYGENEE 10V  DEZENF  FL 30ML SPRAY,1.0,1.0,2023-11-06,2023-11-12,2023,11,45
5AA080070,EAU OXYGENEE 10V  DEZENF  FL 30ML SPRAY,1.0,9.0,2023-11-13,2023-11-19,2023,11,46
5AA080089,HEC P.DER TUBE DE 25   POMMADE (01),1.0,1.0,2023-12-11,2023-12-17,2023,12,50
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,1.0,2022-06-13,2022-06-19,2022,6,24
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,2.0,2022-06-27,2022-07-03,2022,6,26
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,2.0,2022-07-04,2022-07-10,2022,7,27
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,1.0,2022-07-11,2022-07-17,2022,7,28
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,1.0,2022-08-29,2022-09-04,2022,8,35
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,1.0,2022-09-05,2022-09-11,2022,9,36
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,3.0,2022-09-12,2022-09-18,2022,9,37
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,2.0,2022-09-19,2022-09-25,2022,9,38
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,3.0,2022-09-26,2022-10-02,2022,9,39
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,2.0,2022-10-03,2022-10-09,2022,10,40
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,2.0,2022-10-17,2022-10-23,2022,10,42
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,1.0,2022-10-24,2022-10-30,2022,10,43
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,1.0,2022-10-31,2022-11-06,2022,10,44
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,2.0,2022-11-07,2022-11-13,2022,11,45
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,1.0,2022-11-14,2022-11-20,2022,11,46
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,3.0,2022-11-21,2022-11-27,2022,11,47
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,2.0,2022-11-28,2022-12-04,2022,11,48
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,3.0,2022-12-05,2022-12-11,2022,12,49
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,2.0,2022-12-12,2022-12-18,2022,12,50
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,6.0,2022-12-19,2022-12-25,2022,12,51
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,2.0,2022-12-26,2023-01-01,2022,12,52
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,4.0,2023-01-02,2023-01-08,2023,1,1
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,2.0,2023-01-09,2023-01-15,2023,1,2
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,2.0,2023-01-16,2023-01-22,2023,1,3
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,1.0,2023-01-30,2023-02-05,2023,1,5
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,1.0,2023-02-06,2023-02-12,2023,2,6
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,5.0,2023-02-13,2023-02-19,2023,2,7
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,3.0,2023-02-20,2023-02-26,2023,2,8
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,1.0,2023-02-27,2023-03-05,2023,2,9
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,2.0,2023-03-06,2023-03-12,2023,3,10
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,1.0,2023-03-13,2023-03-19,2023,3,11
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,3.0,2023-03-20,2023-03-26,2023,3,12
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,2.0,2023-03-27,2023-04-02,2023,3,13
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,4.0,2023-04-03,2023-04-09,2023,4,14
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,4.0,2023-04-24,2023-04-30,2023,4,17
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,1.0,2023-05-01,2023-05-07,2023,5,18
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,1.0,2023-05-08,2023-05-14,2023,5,19
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,5.0,2023-05-22,2023-05-28,2023,5,21
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,2.0,2023-05-29,2023-06-04,2023,5,22
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,1.0,2023-06-19,2023-06-25,2023,6,25
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,1.0,2023-06-26,2023-07-02,2023,6,26
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,2.0,2023-07-03,2023-07-09,2023,7,27
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,1.0,2023-07-10,2023-07-16,2023,7,28
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,1.0,2023-07-17,2023-07-23,2023,7,29
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,2.0,2023-07-24,2023-07-30,2023,7,30
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,1.0,2023-07-31,2023-08-06,2023,7,31
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,1.0,2023-08-07,2023-08-13,2023,8,32
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,2.0,2023-08-14,2023-08-20,2023,8,33
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,3.0,2023-08-21,2023-08-27,2023,8,34
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,2.0,2023-09-04,2023-09-10,2023,9,36
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,4.0,2023-09-11,2023-09-17,2023,9,37
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,2.0,2023-09-18,2023-09-24,2023,9,38
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,5.0,2023-09-25,2023-10-01,2023,9,39
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,3.0,2023-10-02,2023-10-08,2023,10,40
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,1.0,2023-10-09,2023-10-15,2023,10,41
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,4.0,2023-10-16,2023-10-22,2023,10,42
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,2.0,2023-10-23,2023-10-29,2023,10,43
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,5.0,2023-10-30,2023-11-05,2023,10,44
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,6.0,2023-11-06,2023-11-12,2023,11,45
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,5.0,2023-11-13,2023-11-19,2023,11,46
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,2.0,2023-11-20,2023-11-26,2023,11,47
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,3.0,2023-12-04,2023-12-10,2023,12,49
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,2.0,2023-12-11,2023-12-17,2023,12,50
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,2.0,2023-12-18,2023-12-24,2023,12,51
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,1.0,2023-12-25,2023-12-31,2023,12,52
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,1.0,2024-01-01,2024-01-07,2024,1,1
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,1.0,2024-01-08,2024-01-14,2024,1,2
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,4.0,2024-01-15,2024-01-21,2024,1,3
5AA190003,VENTOLINE NEB 50MG/10 50MG/10ML Nébulis,1.0,1.0,2024-01-22,2024-01-28,2024,1,4
5AB010005,ANDOL 500 MG COMPRIMÉ BO 500MG COMPRIM (,1.0,20.0,2023-04-03,2023-04-09,2023,4,14
5AB010005,ANDOL 500 MG COMPRIMÉ BO 500MG COMPRIM (,1.0,100.0,2023-11-13,2023-11-19,2023,11,46
5AB010134,ASPEGIC NOUR 100MG SACHE 100MG SACHET (2,1.0,1.0,2022-05-30,2022-06-05,2022,5,22
5AB010134,ASPEGIC NOUR 100MG SACHE 100MG SACHET (2,1.0,1.0,2022-06-13,2022-06-19,2022,6,24
5AB010134,ASPEGIC NOUR 100MG SACHE 100MG SACHET (2,1.0,3.0,2022-08-01,2022-08-07,2022,8,31
5AB010134,ASPEGIC NOUR 100MG SACHE 100MG SACHET (2,1.0,2.0,2022-08-08,2022-08-14,2022,8,32
5AB010134,ASPEGIC NOUR 100MG SACHE 100MG SACHET (2,1.0,3.0,2022-08-29,2022-09-04,2022,8,35
5AB010134,ASPEGIC NOUR 100MG SACHE 100MG SACHET (2,1.0,1.0,2022-09-19,2022-09-25,2022,9,38
5AB010134,ASPEGIC NOUR 100MG SACHE 100MG SACHET (2,1.0,1.0,2022-12-26,2023-01-01,2022,12,52
5AB010134,ASPEGIC NOUR 100MG SACHE 100MG SACHET (2,1.0,1.0,2023-02-06,2023-02-12,2023,2,6
5AB010134,ASPEGIC NOUR 100MG SACHE 100MG SACHET (2,1.0,1.0,2023-02-13,2023-02-19,2023,2,7
5AB010134,ASPEGIC NOUR 100MG SACHE 100MG SACHET (2,1.0,1.0,2023-03-20,2023-03-26,2023,3,12
5AB010134,ASPEGIC NOUR 100MG SACHE 100MG SACHET (2,1.0,1.0,2023-04-24,2023-04-30,2023,4,17
5AB010134,ASPEGIC NOUR 100MG SACHE 100MG SACHET (2,1.0,2.0,2023-05-01,2023-05-07,2023,5,18
5AB010134,ASPEGIC NOUR 100MG SACHE 100MG SACHET (2,1.0,1.0,2023-06-12,2023-06-18,2023,6,24
5AB010134,ASPEGIC NOUR 100MG SACHE 100MG SACHET (2,1.0,2.0,2023-06-19,2023-06-25,2023,6,25
5AB010134,ASPEGIC NOUR 100MG SACHE 100MG SACHET (2,1.0,1.0,2023-07-17,2023-07-23,2023,7,29
5AB010134,ASPEGIC NOUR 100MG SACHE 100MG SACHET (2,1.0,120.0,2023-07-31,2023-08-06,2023,7,31
5AB010134,ASPEGIC NOUR 100MG SACHE 100MG SACHET (2,1.0,2.0,2023-08-07,2023-08-13,2023,8,32
5AB010134,ASPEGIC NOUR 100MG SACHE 100MG SACHET (2,1.0,3.0,2023-08-21,2023-08-27,2023,8,34
5AB010134,ASPEGIC NOUR 100MG SACHE 100MG SACHET (2,1.0,63.0,2023-09-11,2023-09-17,2023,9,37
5AB010134,ASPEGIC NOUR 100MG SACHE 100MG SACHET (2,1.0,1.0,2023-10-09,2023-10-15,2023,10,41
5AB010134,ASPEGIC NOUR 100MG SACHE 100MG SACHET (2,1.0,1.0,2023-10-16,2023-10-22,2023,10,42
5AB010134,ASPEGIC NOUR 100MG SACHE 100MG SACHET (2,1.0,2.0,2023-11-06,2023-11-12,2023,11,45
5AB010134,ASPEGIC NOUR 100MG SACHE 100MG SACHET (2,1.0,2.0,2023-11-13,2023-11-19,2023,11,46
5AB010134,ASPEGIC NOUR 100MG SACHE 100MG SACHET (2,1.0,66.0,2023-12-04,2023-12-10,2023,12,49
5AB010134,ASPEGIC NOUR 100MG SACHE 100MG SACHET (2,1.0,3.0,2024-01-08,2024-01-14,2024,1,2
5AB010153,ASPEGIC 500MG SACHETS  SACHET (01),1.0,2.0,2022-05-30,2022-06-05,2022,5,22
5AB010153,ASPEGIC 500MG SACHETS  SACHET (01),1.0,1.0,2022-11-21,2022-11-27,2022,11,47
5AB020112,MAXICLAV 1 G / 125 MG  SACHET (12),1.0,48.0,2023-12-04,2023-12-10,2023,12,49
5AB020112,MAXICLAV 1 G / 125 MG  SACHET (12),1.0,48.0,2023-12-11,2023-12-17,2023,12,50
5AB020112,MAXICLAV 1 G / 125 MG  SACHET (12),1.0,12.0,2024-01-01,2024-01-07,2024,1,1
5AB020112,MAXICLAV 1 G / 125 MG  SACHET (12),1.0,12.0,2024-01-08,2024-01-14,2024,1,2
5AB020112,MAXICLAV 1 G / 125 MG  SACHET (12),1.0,24.0,2024-01-15,2024-01-21,2024,1,3
5AB020112,MAXICLAV 1 G / 125 MG  SACHET (12),1.0,24.0,2024-01-22,2024-01-28,2024,1,4
5AB020153,LEVOFLOXACINE NORMON   INJECTA (20),1.0,1.0,2022-06-20,2022-06-26,2022,6,25
5AB020153,LEVOFLOXACINE NORMON   INJECTA (20),1.0,1.0,2022-08-22,2022-08-28,2022,8,34
5AB020153,LEVOFLOXACINE NORMON   INJECTA (20),1.0,4.0,2022-09-19,2022-09-25,2022,9,38
5AB020153,LEVOFLOXACINE NORMON   INJECTA (20),1.0,4.0,2022-10-24,2022-10-30,2022,10,43
5AB020153,LEVOFLOXACINE NORMON   INJECTA (20),1.0,3.0,2022-11-21,2022-11-27,2022,11,47
5AB020153,LEVOFLOXACINE NORMON   INJECTA (20),1.0,5.0,2022-11-28,2022-12-04,2022,11,48
5AB020153,LEVOFLOXACINE NORMON   INJECTA (20),1.0,3.0,2022-12-19,2022-12-25,2022,12,51
5AB020153,LEVOFLOXACINE NORMON   INJECTA (20),1.0,2.0,2023-05-08,2023-05-14,2023,5,19
5AB020153,LEVOFLOXACINE NORMON   INJECTA (20),1.0,1.0,2023-07-10,2023-07-16,2023,7,28
5AB020153,LEVOFLOXACINE NORMON   INJECTA (20),1.0,1.0,2023-08-21,2023-08-27,2023,8,34
5AB020153,LEVOFLOXACINE NORMON   INJECTA (20),1.0,2.0,2023-11-06,2023-11-12,2023,11,45
5AB020153,LEVOFLOXACINE NORMON   INJECTA (20),1.0,3.0,2023-11-20,2023-11-26,2023,11,47
5AB020153,LEVOFLOXACINE NORMON   INJECTA (20),1.0,1.0,2023-12-11,2023-12-17,2023,12,50
5AB020153,LEVOFLOXACINE NORMON   INJECTA (20),1.0,1.0,2024-01-08,2024-01-14,2024,1,2
5AB020153,LEVOFLOXACINE NORMON   INJECTA (20),1.0,1.0,2024-01-22,2024-01-28,2024,1,4
5AB070017,AVLOCARDYL 40 MG COMPRIM 40MG COMPRIM (5,1.0,50.0,2023-04-10,2023-04-16,2023,4,15
5AB070023,CARDENSIEL 5MG COMPRI  COMPRIM (30),1.0,30.0,2023-04-10,2023-04-16,2023,4,15
5AB070023,CARDENSIEL 5MG COMPRI  COMPRIM (30),1.0,30.0,2023-06-12,2023-06-18,2023,6,24
5AB070023,CARDENSIEL 5MG COMPRI  COMPRIM (30),1.0,30.0,2023-06-19,2023-06-25,2023,6,25
5AB070032,CORDARONE 200MG COMPR 200MG COMPRIM (40),1.0,40.0,2023-01-02,2023-01-08,2023,1,1
5AB070053,KARDEGIC 75 MG POUDRE EN 75MG SACHET (30,1.0,1.0,2022-08-08,2022-08-14,2022,8,32
5AB070053,KARDEGIC 75 MG POUDRE EN 75MG SACHET (30,1.0,4.0,2022-08-15,2022-08-21,2022,8,33
5AB070053,KARDEGIC 75 MG POUDRE EN 75MG SACHET (30,1.0,4.0,2022-11-07,2022-11-13,2022,11,45
5AB070055,LASILIX 40 MG COMPRIMÉ B 40MG COMPRIM (2,1.0,20.0,2023-09-25,2023-10-01,2023,9,39
5AB070109,TANGANIL 500MG COMPRI  COMPRIM (30),1.0,30.0,2022-08-29,2022-09-04,2022,8,35
5AB070109,TANGANIL 500MG COMPRI  COMPRIM (30),1.0,30.0,2022-10-24,2022-10-30,2022,10,43
5AB070109,TANGANIL 500MG COMPRI  COMPRIM (30),1.0,30.0,2022-12-19,2022-12-25,2022,12,51
5AB070109,TANGANIL 500MG COMPRI  COMPRIM (30),1.0,90.0,2023-01-30,2023-02-05,2023,1,5
5AB070109,TANGANIL 500MG COMPRI  COMPRIM (30),1.0,2.0,2023-04-17,2023-04-23,2023,4,16
5AB070109,TANGANIL 500MG COMPRI  COMPRIM (30),1.0,32.0,2024-01-08,2024-01-14,2024,1,2
5AB070139,BISCARD 2.5 MG BOITE   COMPRIM (30),1.0,30.0,2023-09-11,2023-09-17,2023,9,37
5AB070139,BISOCARD 2.5 MG BOITE  COMPRIM (30),1.0,30.0,2023-11-20,2023-11-26,2023,11,47
5AB070139,BISOCARD 2.5 MG BOITE  COMPRIM (30),1.0,30.0,2024-01-15,2024-01-21,2024,1,3
5AB070192,BISCARD 5 MG BOITE DE  COMPRIM (30),1.0,1.0,2023-08-21,2023-08-27,2023,8,34
5AB070192,BISCARD 5 MG BOITE DE  COMPRIM (30),1.0,1.0,2023-11-13,2023-11-19,2023,11,46
5AB070203,CERUVIN 75MG BOITE DE 28 75MG COMPRIM (2,1.0,224.0,2023-07-31,2023-08-06,2023,7,31
5AB070203,CERUVIN 75MG BOITE DE 28 75MG COMPRIM (2,1.0,28.0,2023-08-07,2023-08-13,2023,8,32
5AB070203,CERUVIN 75MG BOITE DE 28 75MG COMPRIM (2,1.0,28.0,2023-08-14,2023-08-20,2023,8,33
5AB070203,CERUVIN 75MG BOITE DE 28 75MG COMPRIM (2,1.0,56.0,2023-09-04,2023-09-10,2023,9,36
5AB070203,CERUVIN 75MG BOITE DE 28 75MG COMPRIM (2,1.0,28.0,2023-10-16,2023-10-22,2023,10,42
5AB070203,CERUVIN 75MG BOITE DE 28 75MG COMPRIM (2,1.0,4.0,2023-11-06,2023-11-12,2023,11,45
5AB070203,CERUVIN 75MG BOITE DE 28 75MG COMPRIM (2,1.0,28.0,2023-11-20,2023-11-26,2023,11,47
5AB070203,CERUVIN 75MG BOITE DE 28 75MG COMPRIM (2,1.0,8.0,2023-12-04,2023-12-10,2023,12,49
5AB070203,CERUVIN 75MG BOITE DE 28 75MG COMPRIM (2,1.0,4.0,2024-01-29,2024-02-04,2024,1,5
5AB071024,UNKNOWN,1.0,2.0,2022-10-31,2022-11-06,2022,10,44
5AB071024,UNKNOWN,1.0,1.0,2022-11-21,2022-11-27,2022,11,47
5AB071024,UNKNOWN,1.0,1.0,2023-02-20,2023-02-26,2023,2,8
5AB100052,OEDES  20 MG COMPRIM  20MG GELULE (14),1.0,14.0,2023-03-27,2023-04-02,2023,3,13
5AB100052,OEDES  20 MG COMPRIM  20MG GELULE (14),1.0,14.0,2023-04-24,2023-04-30,2023,4,17
5AB100052,OEDES  20 MG COMPRIM  20MG GELULE (14),1.0,14.0,2023-05-29,2023-06-04,2023,5,22
5AB100052,OEDES  20 MG COMPRIM  20MG GELULE (14),1.0,2.0,2023-07-31,2023-08-06,2023,7,31
5AB100052,OEDES  20 MG COMPRIM  20MG GELULE (14),0.0,14.0,2023-11-20,2023-11-26,2023,11,47
5AB100052,OEDES  20 MG COMPRIM  20MG GELULE (14),1.0,14.0,2024-01-01,2024-01-07,2024,1,1
5AB120003,KARDEGIC 160 MG POUDRE E 160MG SACHET (3,1.0,1.0,2022-10-17,2022-10-23,2022,10,42
5AB120003,KARDEGIC 160 MG POUDRE E 160MG SACHET (3,1.0,1.0,2022-11-28,2022-12-04,2022,11,48
5AB120003,KARDEGIC 160 MG POUDRE E 160MG SACHET (3,1.0,1.0,2022-12-12,2022-12-18,2022,12,50
5AB120003,KARDEGIC 160 MG POUDRE E 160MG SACHET (3,1.0,2.0,2022-12-26,2023-01-01,2022,12,52
5AB120003,KARDEGIC 160 MG POUDRE E 160MG SACHET (3,1.0,2.0,2023-01-02,2023-01-08,2023,1,1
5AB120003,KARDEGIC 160 MG POUDRE E 160MG SACHET (3,1.0,2.0,2023-03-06,2023-03-12,2023,3,10
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,88.0,2022-06-20,2022-06-26,2022,6,25
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,4.0,2022-07-11,2022-07-17,2022,7,28
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,4.0,2022-08-01,2022-08-07,2022,8,31
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,68.0,2022-08-08,2022-08-14,2022,8,32
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,4.0,2022-08-29,2022-09-04,2022,8,35
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,5.0,2022-09-19,2022-09-25,2022,9,38
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,4.0,2022-10-24,2022-10-30,2022,10,43
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,4.0,2022-10-31,2022-11-06,2022,10,44
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,1.0,2022-11-07,2022-11-13,2022,11,45
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,1.0,2022-12-12,2022-12-18,2022,12,50
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,28.0,2022-12-26,2023-01-01,2022,12,52
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,8.0,2023-01-02,2023-01-08,2023,1,1
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,2.0,2023-01-23,2023-01-29,2023,1,4
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,4.0,2023-01-30,2023-02-05,2023,1,5
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,32.0,2023-02-06,2023-02-12,2023,2,6
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,4.0,2023-02-13,2023-02-19,2023,2,7
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,4.0,2023-03-06,2023-03-12,2023,3,10
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,29.0,2023-03-20,2023-03-26,2023,3,12
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,28.0,2023-04-03,2023-04-09,2023,4,14
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,4.0,2023-04-10,2023-04-16,2023,4,15
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,1.0,2023-04-17,2023-04-23,2023,4,16
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,8.0,2023-04-24,2023-04-30,2023,4,17
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,28.0,2023-05-01,2023-05-07,2023,5,18
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,28.0,2023-05-15,2023-05-21,2023,5,20
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,4.0,2023-07-24,2023-07-30,2023,7,30
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,8.0,2023-09-11,2023-09-17,2023,9,37
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,3.0,2023-09-25,2023-10-01,2023,9,39
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,3.0,2023-10-02,2023-10-08,2023,10,40
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,3.0,2023-10-16,2023-10-22,2023,10,42
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,4.0,2023-10-30,2023-11-05,2023,10,44
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,3.0,2024-01-08,2024-01-14,2024,1,2
5AB120006,PLAVIX 75 MG COMPRIMÉ  COMPRIM (28),1.0,4.0,2024-01-22,2024-01-28,2024,1,4
5AB130009,ZYRTEC 10 MG BOITE DE  COMPRIM (15),1.0,15.0,2022-08-22,2022-08-28,2022,8,34
5AB130009,ZYRTEC 10 MG BOITE DE  COMPRIM (15),1.0,15.0,2022-09-19,2022-09-25,2022,9,38
5AB130009,ZYRTEC 10 MG BOITE DE  COMPRIM (15),1.0,15.0,2022-10-03,2022-10-09,2022,10,40
5AB130009,ZYRTEC 10 MG BOITE DE  COMPRIM (15),1.0,15.0,2022-10-10,2022-10-16,2022,10,41
5AB130009,ZYRTEC 10 MG BOITE DE  COMPRIM (15),1.0,15.0,2023-05-15,2023-05-21,2023,5,20
5AB130009,ZYRTEC 10 MG BOITE DE  COMPRIM (15),1.0,30.0,2023-09-18,2023-09-24,2023,9,38
5AB140138,STANORM 10MG COMPRIME (3 10MG COMPRIM (3,1.0,30.0,2023-07-24,2023-07-30,2023,7,30
5AB140139,STANORM 20MG COMPRIME (3 20MG COMPRIM (3,1.0,180.0,2023-10-02,2023-10-08,2023,10,40
5AB150010,DEPAKINE 500MG COMPRI  COMPRIM (40),1.0,40.0,2023-11-13,2023-11-19,2023,11,46
5AB150020,GARDENAL 50 MG BOITE   COMPRIM (30),1.0,60.0,2023-10-02,2023-10-08,2023,10,40
5AB150150,TARAXET 25MG COMPRIME (3 25MG COMPRIM (3,1.0,30.0,2022-08-01,2022-08-07,2022,8,31
5AB150150,TARAXET 25MG COMPRIME (3 25MG COMPRIM (3,1.0,30.0,2022-08-22,2022-08-28,2022,8,34
5AB150150,TARAXET 25MG COMPRIME (3 25MG COMPRIM (3,1.0,30.0,2022-09-05,2022-09-11,2022,9,36
5AB150150,TARAXET 25MG COMPRIME (3 25MG COMPRIM (3,1.0,60.0,2023-03-20,2023-03-26,2023,3,12
5AB150150,TARAXET 25MG COMPRIME (3 25MG COMPRIM (3,1.0,30.0,2023-05-08,2023-05-14,2023,5,19
5AB150150,TARAXET 25MG COMPRIME (3 25MG COMPRIM (3,1.0,60.0,2023-06-05,2023-06-11,2023,6,23
5AB150150,TARAXET 25MG COMPRIME (3 25MG COMPRIM (3,1.0,30.0,2023-06-26,2023-07-02,2023,6,26
5AB150150,TARAXET 25MG COMPRIME (3 25MG COMPRIM (3,1.0,30.0,2023-08-28,2023-09-03,2023,8,35
5AB150150,TARAXET 25MG COMPRIME (3 25MG COMPRIM (3,1.0,30.0,2023-09-25,2023-10-01,2023,9,39
5AB150150,TARAXET 25MG COMPRIME (3 25MG COMPRIM (3,1.0,1.0,2023-11-27,2023-12-03,2023,11,48
5AD010001,ACUPAN 20 MG SOLUTION IN 20MG INJECTA (0,1.0,15.0,2022-05-30,2022-06-05,2022,5,22
