CODE_PROD,LIB_PROD,NATURE_CONSOM,forecast_week,horizon_weeks,predicted_qty
5BB020024,SONDE FOLEY SILICO CH 16,1.0,2024-02-05,1,1.73
5BB020024,SONDE FOLEY SILICO CH 16,1.0,2024-02-12,2,1.68
5BB020024,SONDE FOLEY SILICO CH 16,1.0,2024-02-19,3,1.9
5BB020024,SONDE FOLEY SILICO CH 16,1.0,2024-02-26,4,1.96
5BB030070,SONDE D'ASPIRATION PVC  CH8,1.0,2024-02-05,1,1.64
5BB030070,SONDE D'ASPIRATION PVC  CH8,1.0,2024-02-12,2,1.23
5BB030070,SONDE D'ASPIRATION PVC  CH8,1.0,2024-02-19,3,1.29
5BB030070,SONDE D'ASPIRATION PVC  CH8,1.0,2024-02-26,4,1.18
5BB030015,CANULE DE GUEDEL PVC  N° 3,1.0,2024-02-05,1,1.03
5BB030015,CANULE DE GUEDEL PVC  N° 3,1.0,2024-02-12,2,1.01
5BB030015,CANULE DE GUEDEL PVC  N° 3,1.0,2024-02-19,3,1.03
5BB030015,CANULE DE GUEDEL PVC  N° 3,1.0,2024-02-26,4,1.05
5BB020015,SONDE FOLEY  LATEX CH18,1.0,2024-02-05,1,1.57
5BB020015,SONDE FOLEY  LATEX CH18,1.0,2024-02-12,2,1.77
5BB020015,SONDE FOLEY  LATEX CH18,1.0,2024-02-19,3,1.72
5BB020015,SONDE FOLEY  LATEX CH18,1.0,2024-02-26,4,1.71
5AA080070,EAU OXYGENEE 10V  DEZENF  FL 30ML SPRAY,1.0,2024-02-05,1,1.85
5AA080070,EAU OXYGENEE 10V  DEZENF  FL 30ML SPRAY,1.0,2024-02-12,2,2.38
5AA080070,EAU OXYGENEE 10V  DEZENF  FL 30ML SPRAY,1.0,2024-02-19,3,2.47
5AA080070,EAU OXYGENEE 10V  DEZENF  FL 30ML SPRAY,1.0,2024-02-26,4,2.48
5BB080225,VICRYL RAPIDE 5/0 3/8 CT 16MM,1.0,2024-02-05,1,1.13
5BB080225,VICRYL RAPIDE 5/0 3/8 CT 16MM,1.0,2024-02-12,2,1.05
5BB080225,VICRYL RAPIDE 5/0 3/8 CT 16MM,1.0,2024-02-19,3,1.04
5BB080225,VICRYL RAPIDE 5/0 3/8 CT 16MM,1.0,2024-02-26,4,1.0
5BB010073,INTRANULE G 16,1.0,2024-02-05,1,1.43
5BB010073,INTRANULE G 16,1.0,2024-02-12,2,1.02
5BB010073,INTRANULE G 16,1.0,2024-02-19,3,1.17
5BB010073,INTRANULE G 16,1.0,2024-02-26,4,1.12
5BB130137,DISPOSITIF POUR BLOCAGE D'EPAULE L,1.0,2024-02-05,1,1.06
5BB130137,DISPOSITIF POUR BLOCAGE D'EPAULE L,1.0,2024-02-12,2,1.01
5BB130137,DISPOSITIF POUR BLOCAGE D'EPAULE L,1.0,2024-02-19,3,1.03
5BB130137,DISPOSITIF POUR BLOCAGE D'EPAULE L,1.0,2024-02-26,4,1.05
5BB0506098,ORTHESE DE POIGNET DROIT T2,1.0,2024-02-05,1,0.99
5BB0506098,ORTHESE DE POIGNET DROIT T2,1.0,2024-02-12,2,0.98
5BB0506098,ORTHESE DE POIGNET DROIT T2,1.0,2024-02-19,3,1.03
5BB0506098,ORTHESE DE POIGNET DROIT T2,1.0,2024-02-26,4,0.97
5AD220024,PLASMION 15 G SOLUTION P 15G INJECTA (01,1.0,2024-02-05,1,0.95
5AD220024,PLASMION 15 G SOLUTION P 15G INJECTA (01,1.0,2024-02-12,2,0.89
5AD220024,PLASMION 15 G SOLUTION P 15G INJECTA (01,1.0,2024-02-19,3,1.01
5AD220024,PLASMION 15 G SOLUTION P 15G INJECTA (01,1.0,2024-02-26,4,0.95
5BB130195,ORTHESE DE POIGNET GAUCHE T2,1.0,2024-02-05,1,1.06
5BB130195,ORTHESE DE POIGNET GAUCHE T2,1.0,2024-02-12,2,1.01
5BB130195,ORTHESE DE POIGNET GAUCHE T2,1.0,2024-02-19,3,1.08
5BB130195,ORTHESE DE POIGNET GAUCHE T2,1.0,2024-02-26,4,1.05
